Data,Position,Conference,Conference Type,Receiving Team,Player,From School,Departing Conference
K Reese Burkhardt (from UAB),K ,Big 12,Power 5,Texas Tech,Reese Burkhardt,UAB,Conference USA
FB/TE Luke Hamilton (from Towson),FB,Big 12,Power 5,West Virginia,TE Luke Hamilton,Towson,CAA
WR Ja'Shaun Poke (from Kent State),WR,Big 12,Power 5,West Virginia,Ja'Shaun Poke,Kent State,MAC
WR Devin Carter (from NC State),WR,Big 12,Power 5,West Virginia,Devin Carter,NC State,ACC
WR Noah Massey (from Angelo State),WR,Big 12,Power 5,West Virginia,Noah Massey,Angelo State,#N/A
WR E.J. Horton (from Marshall),WR,Big 12,Power 5,West Virginia,E.J. Horton,Marshall,Sun Belt
TE Kole Taylor (from LSU),TE,Big 12,Power 5,West Virginia,Kole Taylor,LSU,SEC
OL Chase Rodriguez (from ULM),OL,Big 12,Power 5,West Virginia,Chase Rodriguez,ULM,Sun Belt
DL Davoan Hawkins (from Tennessee State),DL,Big 12,Power 5,West Virginia,Davoan Hawkins,Tennessee State,Big South-OVC
DL Fatorma Mulbah (from Penn State),DL,Big 12,Power 5,West Virginia,Fatorma Mulbah,Penn State,Big Ten
DL Tomiwa Durojaiye (from Kentucky),DL,Big 12,Power 5,West Virginia,Tomiwa Durojaiye,Kentucky,SEC
DL Tyrin Bradley (from Abilene Christian),DL,Big 12,Power 5,West Virginia,Tyrin Bradley,Abilene Christian,UAC
DB Montre Miller (from Kent State),DB,Big 12,Power 5,West Virginia,Montre Miller,Kent State,MAC
DB Anthony Wilson (from Georgia Southern),DB,Big 12,Power 5,West Virginia,Anthony Wilson,Georgia Southern,Sun Belt
DB Beanie Bishop (from Minnesota),DB,Big 12,Power 5,West Virginia,Beanie Bishop,Minnesota,Big Ten
DB Keyshawn Cobb (from Buffalo),DB,Big 12,Power 5,West Virginia,Keyshawn Cobb,Buffalo,MAC
K Michael Hayes (from Georgia State),K ,Big 12,Power 5,West Virginia,Michael Hayes,Georgia State,Sun Belt
QB Luke Altmyer (from Ole Miss),QB,Big Ten,Power 5,Illinois,Luke Altmyer,Ole Miss,SEC
QB John Paddock (from Ball State),QB,Big Ten,Power 5,Illinois,John Paddock,Ball State,MAC
TE Tanner Arkin (from Colorado State),TE,Big Ten,Power 5,Illinois,Tanner Arkin,Colorado State,Mountain West
DL Denzel Daxon (from Ohio),DL,Big Ten,Power 5,Illinois,Denzel Daxon,Ohio,MAC
DB Nicario Harper (from Louisville),DB,Big Ten,Power 5,Illinois,Nicario Harper,Louisville,ACC
DB Demetrius Hill (from FIU),DB,Big Ten,Power 5,Illinois,Demetrius Hill,FIU,Conference USA
DB Clayton Bush (from Southern Illinois),DB,Big Ten,Power 5,Illinois,Clayton Bush,Southern Illinois,Missouri Valley
QB Tayven Jackson (from Tennessee),QB,Big Ten,Power 5,Indiana,Tayven Jackson,Tennessee,SEC
RB Christian Turner (from Wake Forest),RB,Big Ten,Power 5,Indiana,Christian Turner,Wake Forest,ACC
RB Sampson James (from Purdue),RB,Big Ten,Power 5,Indiana,Sampson James,Purdue,Big Ten
WR E.J. Williams (from Clemson),WR,Big Ten,Power 5,Indiana,E.J. Williams,Clemson,ACC
WR Dequece Carter (from Fordham),WR,Big Ten,Power 5,Indiana,Dequece Carter,Fordham,Patriot
TE Bradley Archer (from Stanford),TE,Big Ten,Power 5,Indiana,Bradley Archer,Stanford,Pac-12
OL Max Longman (from UMass),OL,Big Ten,Power 5,Indiana,Max Longman,UMass,Independents
OL Drew Evans (from Wisconsin),OL,Big Ten,Power 5,Indiana,Drew Evans,Wisconsin,Big Ten
OL Noah Bolticoff (from TCU),OL,Big Ten,Power 5,Indiana,Noah Bolticoff,TCU,Big 12
DL Andre Carter (from Western Michigan),DL,Big Ten,Power 5,Indiana,Andre Carter,Western Michigan,MAC
DL Lanell Carr (from West Virginia),DL,Big Ten,Power 5,Indiana,Lanell Carr,West Virginia,Big 12
DL Phillip Blidi (from Texas Tech),DL,Big Ten,Power 5,Indiana,Phillip Blidi,Texas Tech,Big 12
DL Robby Harrison (from Arizona State),DL,Big Ten,Power 5,Indiana,Robby Harrison,Arizona State,Pac-12
DL Carl Biddings (from Louisville),DL,Big Ten,Power 5,Indiana,Carl Biddings,Louisville,ACC
DL Marcus Burris (from Texas A&M),DL,Big Ten,Power 5,Indiana,Marcus Burris,Texas A&M,SEC
LB Jacob Mangum-Farrar (from Stanford),LB,Big Ten,Power 5,Indiana,Jacob Mangum-Farrar,Stanford,Pac-12
LB Darryl Minor (from UTEP),LB,Big Ten,Power 5,Indiana,Darryl Minor,UTEP,Conference USA
LB Anthony Jones (from Oregon),LB,Big Ten,Power 5,Indiana,Anthony Jones,Oregon,Pac-12
LB Josh Rudolph (from Austin Peay),LB,Big Ten,Power 5,Indiana,Josh Rudolph,Austin Peay,UAC
LB Trey Laing (from Southern),LB,Big Ten,Power 5,Indiana,Trey Laing,Southern,SWAC
DB Jamier Johnson (from Texas),DB,Big Ten,Power 5,Indiana,Jamier Johnson,Texas,Big 12
DB Kobee Minor (from Texas Tech),DB,Big Ten,Power 5,Indiana,Kobee Minor,Texas Tech,Big 12
DB Nicolas Toomer (from Stanford),DB,Big Ten,Power 5,Indiana,Nicolas Toomer,Stanford,Pac-12
LS Jaxon Miller (from Army),LS,Big Ten,Power 5,Indiana,Jaxon Miller,Army,#N/A
QB Cade McNamara (from Michigan),QB,Big Ten,Power 5,Iowa,Cade McNamara,Michigan,Big Ten
QB Deacon Hill (from Wisconsin),QB,Big Ten,Power 5,Iowa,Deacon Hill,Wisconsin,Big Ten
WR Seth Anderson (from Charleston Southern),WR,Big Ten,Power 5,Iowa,Seth Anderson,Charleston Southern,Big South-OVC
WR Austin Kutscher (from Ohio State),WR,Big Ten,Power 5,Iowa,Austin Kutscher,Ohio State,Big Ten
WR Kaleb Brown (from Ohio State),WR,Big Ten,Power 5,Iowa,Kaleb Brown,Ohio State,Big Ten
TE Erick All (from Michigan),TE,Big Ten,Power 5,Iowa,Erick All,Michigan,Big Ten
OL Daijon Parker (from Saginaw Valley State),OL,Big Ten,Power 5,Iowa,Daijon Parker,Saginaw Valley State,#N/A
"OL Rusty Feth (from Miami, Ohio)",OL,Big Ten,Power 5,Iowa,Rusty Feth,"Miami, Ohio",#N/A
LB Nick Jackson (from Virginia),LB,Big Ten,Power 5,Iowa,Nick Jackson,Virginia,ACC
LB Tanner Pollock (from Drake),LB,Big Ten,Power 5,Iowa,Tanner Pollock,Drake,Pioneer
WR Tyrese Chambers (from FIU),WR,Big Ten,Power 5,Maryland,Tyrese Chambers,FIU,Conference USA
WR Kaden Prather (from West Virginia),WR,Big Ten,Power 5,Maryland,Kaden Prather,West Virginia,Big 12
OL Marcus Dumervil (from LSU),OL,Big Ten,Power 5,Maryland,Marcus Dumervil,LSU,SEC
OL Mike Purcell (from Duke),OL,Big Ten,Power 5,Maryland,Mike Purcell,Duke,ACC
OL Gottlieb Ayedeze (from Frostburg State),OL,Big Ten,Power 5,Maryland,Gottlieb Ayedeze,Frostburg State,#N/A
OL Corey Bullock (from North Carolina Central),OL,Big Ten,Power 5,Maryland,Corey Bullock,North Carolina Central,MEAC
DL Donnell Brown (from St. Francis Pa.),DL,Big Ten,Power 5,Maryland,Donnell Brown,St. Francis Pa.,#N/A
DL Tre'Darius Colbert (from Angelo State),DL,Big Ten,Power 5,Maryland,Tre'Darius Colbert,Angelo State,#N/A
DL Jordan Phillips (from Tennessee),DL,Big Ten,Power 5,Maryland,Jordan Phillips,Tennessee,SEC
CB Ja'Quan Sheppard (from Cincinnati),CB,Big Ten,Power 5,Maryland,Ja'Quan Sheppard,Cincinnati,American Athletic Conference
S Avantae Williams (from Miami),S ,Big Ten,Power 5,Maryland,vantae Williams,Miami,ACC
QB Jack Tuttle (from Indiana),QB,Big Ten,Power 5,Michigan,Jack Tuttle,Indiana,Big Ten
TE A.J. Barner (from Indiana),TE,Big Ten,Power 5,Michigan,A.J. Barner,Indiana,Big Ten
OL LaDarius Henderson (from Arizona State),OL,Big Ten,Power 5,Michigan,LaDarius Henderson,Arizona State,Pac-12
OL Drake Nugent (from Stanford),OL,Big Ten,Power 5,Michigan,Drake Nugent,Stanford,Pac-12
OL Myles Hinton (from Stanford),OL,Big Ten,Power 5,Michigan,Myles Hinton,Stanford,Pac-12
DL Josaiah Stewart (from Coastal Carolina),DL,Big Ten,Power 5,Michigan,Josaiah Stewart,Coastal Carolina,Sun Belt
LB Ernest Hausmann (from Nebraska),LB,Big Ten,Power 5,Michigan,Ernest Hausmann,Nebraska,Big Ten
CB Josh Wallace (from UMass),CB,Big Ten,Power 5,Michigan,Josh Wallace,UMass,Independents
K James Turner (from Louisville),K ,Big Ten,Power 5,Michigan,James Turner,Louisville,ACC
K/P Hudson Hollenbeck (from Mississippi State),K,Big Ten,Power 5,Michigan,Hudson Hollenbeck ,Mississippi State,SEC
RB Nathan Carter (from UConn),RB,Big Ten,Power 5,Michigan State,Nathan Carter,UConn,Independents
RB Jaren Mangham (from USF),RB,Big Ten,Power 5,Michigan State,Jaren Mangham,USF,American Athletic Conference
WR Alante Brown (from Nebraska),WR,Big Ten,Power 5,Michigan State,Alante Brown,Nebraska,Big Ten
TE Ademola Faleye (from Norfolk State),TE,Big Ten,Power 5,Michigan State,Ademola Faleye,Norfolk State,MEAC
TE Jaylan Franklin (from Wisconsin),TE,Big Ten,Power 5,Michigan State,Jaylan Franklin,Wisconsin,Big Ten
TE Tyneil Hopper (from Boise State),TE,Big Ten,Power 5,Michigan State,Tyneil Hopper,Boise State,Mountain West
DL Tunmise Adeleye (from Texas A&M),DL,Big Ten,Power 5,Michigan State,Tunmise Adeleye,Texas A&M,SEC
DL Ken Talley (from Penn State),DL,Big Ten,Power 5,Michigan State,Ken Talley,Penn State,Big Ten
DL Dre Butler (from Liberty),DL,Big Ten,Power 5,Michigan State,Dre Butler,Liberty,Independents
DL Jalen Sami (from Colorado),DL,Big Ten,Power 5,Michigan State,Jalen Sami,Colorado,Pac-12
DL Jarrett Jackson (from Florida State),DL,Big Ten,Power 5,Michigan State,Jarrett Jackson,Florida State,ACC
LB Aaron Alexander (from UMass),LB,Big Ten,Power 5,Michigan State,Aaron Alexander,UMass,Independents
DB Semar Melvin (from Wisconsin),DB,Big Ten,Power 5,Michigan State,Semar Melvin,Wisconsin,Big Ten
DB Terry Roberts (from Iowa/Miami),DB,Big Ten,Power 5,Michigan State,Terry Roberts,Miami,ACC
DB Armorion Smith (from Cincinnati),DB,Big Ten,Power 5,Michigan State,Armorion Smith,Cincinnati,American Athletic Conference
K Jonathan Kim (from North Carolina),K ,Big Ten,Power 5,Michigan State,Jonathan Kim,North Carolina,ACC
P Michael O'Shaughnessy (from Ohio State),P ,Big Ten,Power 5,Michigan State,ichael O'Shaughnessy,Ohio State,Big Ten
LS Mason Arnold (from Ohio State),LS,Big Ten,Power 5,Michigan State,Mason Arnold,Ohio State,Big Ten
RB Sean Tyler (from Western Michigan),RB,Big Ten,Power 5,Minnesota,Sean Tyler,Western Michigan,MAC
WR Corey Crooms (from Western Michigan),WR,Big Ten,Power 5,Minnesota,Corey Crooms,Western Michigan,MAC
WR Elijah Spencer (from Charlotte),WR,Big Ten,Power 5,Minnesota,Elijah Spencer,Charlotte,Conference USA
LB Ryan Selig (from Western Michigan),LB,Big Ten,Power 5,Minnesota,Ryan Selig,Western Michigan,MAC
LB Chris Collins (from North Carolina),LB,Big Ten,Power 5,Minnesota,Chris Collins,North Carolina,ACC
DB Tre'von Jones (from Elon),DB,Big Ten,Power 5,Minnesota,Tre'von Jones,Elon,CAA
DB Tyler Bride (from Georgia Southern),DB,Big Ten,Power 5,Minnesota,Tyler Bride,Georgia Southern,Sun Belt
"DB Rowan Zolman (from Miami, Ohio)",DB,Big Ten,Power 5,Minnesota,Rowan Zolman,"Miami, Ohio",#N/A
DB Craig McDonald (from Auburn),DB,Big Ten,Power 5,Minnesota,Craig McDonald,Auburn,SEC
DB Jack Henderson (from Southeastern Louisiana),DB,Big Ten,Power 5,Minnesota,Jack Henderson,Southeastern Louisiana,Southland
K David Kemp (from Memphis),K ,Big Ten,Power 5,Minnesota,David Kemp,Memphis,American Athletic Conference
QB Jeff Sims (from Georgia Tech),QB,Big Ten,Power 5,Nebraska,Jeff Sims,Georgia Tech,ACC
FB Barret Liebentritt (from Notre Dame),FB,Big Ten,Power 5,Nebraska,Barret Liebentritt,Notre Dame,Independents
RB/WR Josh Fleeks (from Baylor),RB,Big Ten,Power 5,Nebraska,WR Josh Fleeks,Baylor,Big 12
WR Billy Kemp IV (from Virginia),WR,Big Ten,Power 5,Nebraska,Billy Kemp IV,Virginia,ACC
TE Arik Gilbert (from Georgia),TE,Big Ten,Power 5,Nebraska,Arik Gilbert,Georgia,SEC
TE Caden Becker (from Wyoming),TE,Big Ten,Power 5,Nebraska,Caden Becker,Wyoming,Mountain West
OL Jacob Hood (from Georgia),OL,Big Ten,Power 5,Nebraska,Jacob Hood,Georgia,SEC
OL Ben Scott (from Arizona State),OL,Big Ten,Power 5,Nebraska,Ben Scott,Arizona State,Pac-12
OL Tyler Knaack (from Utah),OL,Big Ten,Power 5,Nebraska,Tyler Knaack,Utah,Pac-12
DL Elijah Jeudy (from Texas A&M),DL,Big Ten,Power 5,Nebraska,Elijah Jeudy,Texas A&M,SEC
LB Chief Borders (from Florida),LB,Big Ten,Power 5,Nebraska,Chief Borders,Florida,SEC
LB MJ Sherman (from Georgia),LB,Big Ten,Power 5,Nebraska,MJ Sherman,Georgia,SEC
DB Corey Collier (from Florida),DB,Big Ten,Power 5,Nebraska,Corey Collier,Florida,SEC
LS Marco Ortiz (from Florida),LS,Big Ten,Power 5,Nebraska,Marco Ortiz,Florida,SEC
QB Ben Bryant (from Cincinnati),QB,Big Ten,Power 5,Northwestern,Ben Bryant,Cincinnati,American Athletic Conference
WR Camron Johnson (from Arizona State),WR,Big Ten,Power 5,Northwestern,Camron Johnson,Arizona State,Pac-12
WR A.J. Henning (from Michigan),WR,Big Ten,Power 5,Northwestern,A.J. Henning,Michigan,Big Ten
DL Matt Lawson (from Fresno State),DL,Big Ten,Power 5,Northwestern,Matt Lawson,Fresno State,Mountain West
DL Richie Hagarty (from Southern Illinois),DL,Big Ten,Power 5,Northwestern,Richie Hagarty,Southern Illinois,Missouri Valley
DL Reginald Pearson (from Bethune-Cookman),DL,Big Ten,Power 5,Northwestern,Reginald Pearson,Bethune-Cookman,#N/A
QB Tristan Gebbia (from Oregon State),QB,Big Ten,Power 5,Ohio State,Tristan Gebbia,Oregon State,Pac-12
OL Victor Cutler (from ULM),OL,Big Ten,Power 5,Ohio State,Victor Cutler,ULM,Sun Belt
OL Josh Simmons (from San Diego State),OL,Big Ten,Power 5,Ohio State,Josh Simmons,San Diego State,Mountain West
DL Tywone Malone (from Ole Miss),DL,Big Ten,Power 5,Ohio State,Tywone Malone,Ole Miss,SEC
LB Nigel Glover (from Northwestern),LB,Big Ten,Power 5,Ohio State,Nigel Glover,Northwestern,Big Ten
DB Ja'Had Carter (from Syracuse),DB,Big Ten,Power 5,Ohio State,Ja'Had Carter,Syracuse,ACC
DB Davison Igbinosun (from Ole Miss),DB,Big Ten,Power 5,Ohio State,Davison Igbinosun,Ole Miss,SEC
DB Lorenzo Styles (from Notre Dame),DB,Big Ten,Power 5,Ohio State,Lorenzo Styles,Notre Dame,Independents
K Casey Magyar (from Kent State),K ,Big Ten,Power 5,Ohio State,Casey Magyar,Kent State,MAC
LS John Ferlmann (from Arizona State),LS,Big Ten,Power 5,Ohio State,John Ferlmann,Arizona State,Pac-12
RB Trey Potts (from Minnesota),RB,Big Ten,Power 5,Penn State,Trey Potts,Minnesota,Big Ten
WR Dante Cephas (from Kent State),WR,Big Ten,Power 5,Penn State,Dante Cephas,Kent State,MAC
WR Malik McClain (from Florida State),WR,Big Ten,Power 5,Penn State,Malik McClain,Florida State,ACC
OL Addison Penn (from Duke),OL,Big Ten,Power 5,Penn State,Addison Penn,Duke,ACC
DL Alonzo Ford (from Old Dominion),DL,Big Ten,Power 5,Penn State,Alonzo Ford,Old Dominion,Sun Belt
DB Audavion Collins (from Mississippi State),DB,Big Ten,Power 5,Penn State,Audavion Collins,Mississippi State,SEC
K Alex Felkins (from Columbia),K ,Big Ten,Power 5,Penn State,Alex Felkins,Columbia,Ivy
P Riley Thompson (from FAU),P ,Big Ten,Power 5,Penn State,iley Thompson,FAU,Conference USA
QB Hudson Card (from Texas),QB,Big Ten,Power 5,Purdue,Hudson Card,Texas,Big 12
QB Bennett Meredith (from Arizona State),QB,Big Ten,Power 5,Purdue,Bennett Meredith,Arizona State,Pac-12
RB Bishop Johnson (from Army),RB,Big Ten,Power 5,Purdue,Bishop Johnson,Army,#N/A
WR Jahmal Edrine (from FAU),WR,Big Ten,Power 5,Purdue,Jahmal Edrine,FAU,Conference USA
OL Jalen Grant (from Bowling Green),OL,Big Ten,Power 5,Purdue,Jalen Grant,Bowling Green,MAC
OL Austin Johnson (from Colorado),OL,Big Ten,Power 5,Purdue,Austin Johnson,Colorado,Pac-12
OL Preston Nichols (from UNLV),OL,Big Ten,Power 5,Purdue,Preston Nichols,UNLV,Mountain West
OL Luke Griffin (from Missouri),OL,Big Ten,Power 5,Purdue,Luke Griffin,Missouri,SEC
OL Ben Farrell (from Indiana Wesleyan),OL,Big Ten,Power 5,Purdue,Ben Farrell,Indiana Wesleyan,#N/A
DL Isaiah Nichols (from Arkansas),DL,Big Ten,Power 5,Purdue,Isaiah Nichols,Arkansas,SEC
DL Malik Langham (from Vanderbilt),DL,Big Ten,Power 5,Purdue,Malik Langham,Vanderbilt,SEC
DL Jeffrey M'Ba (from Auburn),DL,Big Ten,Power 5,Purdue,Jeffrey M'Ba,Auburn,SEC
DB Anthony Brown (from Arkansas),DB,Big Ten,Power 5,Purdue,Anthony Brown,Arkansas,SEC
DB Salim Turner-Muhammad (from Stanford),DB,Big Ten,Power 5,Purdue,Salim Turner-Muhammad,Stanford,Pac-12
DB Marquis Wilson (from Penn State),DB,Big Ten,Power 5,Purdue,Marquis Wilson,Penn State,Big Ten
DB Braxton Myers (from Ole Miss),DB,Big Ten,Power 5,Purdue,Braxton Myers,Ole Miss,SEC
DB Zeke Williams (from Northern Illinois),DB,Big Ten,Power 5,Purdue,Zeke Williams,Northern Illinois,MAC
DB Markevious Brown (from Ole Miss),DB,Big Ten,Power 5,Purdue,Markevious Brown,Ole Miss,SEC
LS Daniel Hawthorne (from Missouri),LS,Big Ten,Power 5,Purdue,Daniel Hawthorne,Missouri,SEC
WR Naseim Brantley (from Western Illinois),WR,Big Ten,Power 5,Rutgers,Naseim Brantley,Western Illinois,Missouri Valley
WR JaQuae Jackson (from California University of Pennsylvania),WR,Big Ten,Power 5,Rutgers,JaQuae Jackson,California University of Pennsylvania,#N/A
TE Shawn Bowman (from Maine),TE,Big Ten,Power 5,Rutgers,Shawn Bowman,Maine,CAA
DL Isaiah Iton (from Ole Miss),DL,Big Ten,Power 5,Rutgers,Isaiah Iton,Ole Miss,SEC
DB Eric Rogers (from Northern Illinois),DB,Big Ten,Power 5,Rutgers,Eric Rogers,Northern Illinois,MAC
DB Michael Dixon (from Minnesota),DB,Big Ten,Power 5,Rutgers,Michael Dixon,Minnesota,Big Ten
DB Charles Amankwaa (from Akron),DB,Big Ten,Power 5,Rutgers,Charles Amankwaa,Akron,MAC
QB Nick Evers (from Oklahoma),QB,Big Ten,Power 5,Wisconsin,Nick Evers,Oklahoma,Big 12
QB Tanner Mordecai (from SMU),QB,Big Ten,Power 5,Wisconsin,Tanner Mordecai,SMU,American Athletic Conference
QB Braedyn Locke (from Mississippi State),QB,Big Ten,Power 5,Wisconsin,Braedyn Locke,Mississippi State,SEC
WR Will Pauling (from Cincinnati),WR,Big Ten,Power 5,Wisconsin,Will Pauling,Cincinnati,American Athletic Conference
WR C.J. Williams (from USC),WR,Big Ten,Power 5,Wisconsin,C.J. Williams,USC,Pac-12
WR Bryson Green (from Oklahoma State),WR,Big Ten,Power 5,Wisconsin,Bryson Green,Oklahoma State,Big 12
WR Quincy Burroughs (from Cincinnati),WR,Big Ten,Power 5,Wisconsin,Quincy Burroughs,Cincinnati,American Athletic Conference
OL Jake Renfro (from Cincinnati),OL,Big Ten,Power 5,Wisconsin,Jake Renfro,Cincinnati,American Athletic Conference
OL Joe Huber (from Cincinnati),OL,Big Ten,Power 5,Wisconsin,Joe Huber,Cincinnati,American Athletic Conference
OL Max Rader (from North Dakota State),OL,Big Ten,Power 5,Wisconsin,Max Rader,North Dakota State,Missouri Valley
DL Darian Varner (from Temple),DL,Big Ten,Power 5,Wisconsin,Darian Varner,Temple,American Athletic Conference
DL Jeff Pietrowski (from Michigan State),DL,Big Ten,Power 5,Wisconsin,Jeff Pietrowski,Michigan State,Big Ten
DB Jason Maitre (from Boston College),DB,Big Ten,Power 5,Wisconsin,Jason Maitre,Boston College,ACC
DB Michael Mack II (from Air Force),DB,Big Ten,Power 5,Wisconsin,Michael Mack II,Air Force,#N/A
DB Nyzier Fourqurean (from Grand Valley State),DB,Big Ten,Power 5,Wisconsin,Nyzier Fourqurean,Grand Valley State,#N/A
K Nathanial Vakos (from Ohio),K ,Big Ten,Power 5,Wisconsin,Nathanial Vakos,Ohio,MAC
P Atticus Bertrams (from USC),P ,Big Ten,Power 5,Wisconsin,tticus Bertrams,USC,Pac-12
WR Montana Lemonious-Craig (from Colorado),WR,Pac-12,Power 5,Arizona,Montana Lemonious-Craig,Colorado,Pac-12
DL Tyler Manoa (from UCLA),DL,Pac-12,Power 5,Arizona,Tyler Manoa,UCLA,Pac-12
DL Bill Norton (from Georgia),DL,Pac-12,Power 5,Arizona,Bill Norton,Georgia,SEC
DL Sio Nofogatoto'a (from Indiana),DL,Pac-12,Power 5,Arizona,Sio Nofogatoto'a,Indiana,Big Ten
DL Taylor Upshaw (from Colorado/Michigan),DL,Pac-12,Power 5,Arizona,Taylor Upshaw,Colorado,Pac-12
LB Justin Flowe (from Oregon),LB,Pac-12,Power 5,Arizona,Justin Flowe,Oregon,Pac-12
LB Orin Patu (from California),LB,Pac-12,Power 5,Arizona,Orin Patu,California,Pac-12
LB Daniel Heimuli (from Washington),LB,Pac-12,Power 5,Arizona,Daniel Heimuli,Washington,Pac-12
DB Cruz Rushing (from Florida),DB,Pac-12,Power 5,Arizona,Cruz Rushing,Florida,SEC
DB Dylan Wyatt (from Cal Poly),DB,Pac-12,Power 5,Arizona,Dylan Wyatt,Cal Poly,Big Sky
DB Martell Irby (from UCLA),DB,Pac-12,Power 5,Arizona,Martell Irby,UCLA,Pac-12
QB Jacob Conover (from BYU),QB,Pac-12,Power 5,Arizona State,Jacob Conover,BYU,Independents
QB Drew Pyne (from Notre Dame),QB,Pac-12,Power 5,Arizona State,Drew Pyne,Notre Dame,Independents
RB DeCarlos Brooks (from California),RB,Pac-12,Power 5,Arizona State,DeCarlos Brooks,California,Pac-12
RB Cameron Skattebo (from Sacramento State),RB,Pac-12,Power 5,Arizona State,Cameron Skattebo,Sacramento State,Big Sky
WR Jake Smith (from USC),WR,Pac-12,Power 5,Arizona State,Jake Smith,USC,Pac-12
WR Melquan Stovall (from Colorado State),WR,Pac-12,Power 5,Arizona State,Melquan Stovall,Colorado State,Mountain West
WR Troy Omeire (from Texas),WR,Pac-12,Power 5,Arizona State,Troy Omeire,Texas,Big 12
WR Jordyn Tyson (from Colorado),WR,Pac-12,Power 5,Arizona State,Jordyn Tyson,Colorado,Pac-12
WR Xavier Guillory (from Idaho State),WR,Pac-12,Power 5,Arizona State,Xavier Guillory,Idaho State,Big Sky
OL Aaron Frost (from Nevada),OL,Pac-12,Power 5,Arizona State,Aaron Frost,Nevada,Mountain West
OL Sione Finau (from Purdue),OL,Pac-12,Power 5,Arizona State,Sione Finau,Purdue,Big Ten
OL Leif Fautanu (from UNLV),OL,Pac-12,Power 5,Arizona State,Leif Fautanu,UNLV,Mountain West
OL Ben Coleman (from California),OL,Pac-12,Power 5,Arizona State,Ben Coleman,California,Pac-12
OL Cade Briggs (from Texas Tech),OL,Pac-12,Power 5,Arizona State,Cade Briggs,Texas Tech,Big 12
OL Bram Walden (from Oregon),OL,Pac-12,Power 5,Arizona State,Bram Walden,Oregon,Pac-12
DL Tristan Monday (from Wisconsin),DL,Pac-12,Power 5,Arizona State,Tristan Monday,Wisconsin,Big Ten
DL Dashaun Mallory (from Michigan State),DL,Pac-12,Power 5,Arizona State,Dashaun Mallory,Michigan State,Big Ten
DL Samuel Benjamin (from Idaho State),DL,Pac-12,Power 5,Arizona State,Samuel Benjamin,Idaho State,Big Sky
DL Ian Shewell (from New Mexico),DL,Pac-12,Power 5,Arizona State,Ian Shewell,New Mexico,Mountain West
LB Krew Jackson (from Kansas State),LB,Pac-12,Power 5,Arizona State,Krew Jackson,Kansas State,Big 12
LB Prince Dorbah (from Texas),LB,Pac-12,Power 5,Arizona State,Prince Dorbah,Texas,Big 12
LB Clayton Smith (from Oklahoma),LB,Pac-12,Power 5,Arizona State,Clayton Smith,Oklahoma,Big 12
